Text;Created-At;Id
09.56 Pantauan arus lalu lintas pagi hari di wilayah hukum Polresta Bandara Soekarno-Hatta terpantau ramai lancar. ;13/11/2022;1,59E+35
08.30 Satlantas Jakarta Selatan melaksanakan pengaturan dan pengamanan di kawasan Wisata Taman Margasatwa Ragunan Jakarta Selatan. ;13/11/2022;1,59E+34
08.05 Situasi arus lalu lintas terkini di Jl. MT Haryono menuju Pancoran, dan sebaliknya menuju Cawang terpantau lancar. ;13/11/2022;1,59E+35
Beberapa motor mulai balapan di Antasari antara Cipete Raya dan Abdul Majid. Sangat berisik. Jam 1 pagi. ;13/11/2022;1,59E+35
23.00 Polri gabung Satpol-PP melaksanakan Apel Cipkon di Lapangan Presisi Polda Metro Jaya guna cegah gangguan Kamtibmas di Wilayah Hukum Polda Metro Jaya. ;13/11/2022;1,59E+35
17.47 Situasi arus lalu lintas di Off Ram Cikunir 3 Tol Jorr, Jatiasih arah Cikampek terpantau padat, arah Tanjung priok & Jatiasih terpantau lancar ;12/11/2022;1,59E+35
17.44 Situasi lalu lintas Tol Jagorawi setelah KM 28 arah Jakarta terpantau padat ;12/11/2022;1,59E+35
16.27 Pantauan arus lalu lintas sore hari di  wilayah hukum Polresta Bandara Soekarno-Hatta ;12/11/2022;1,59E+35
14.00 Situasi arus lalu lintas Traffic Light Kebon Sirih Jakarta Pusat terpantau lancar ;12/11/2022;1,59E+34
08.58 Situasi arus lalu lintas Traffic Light Daan Mogot baru Jakarta Barat terpantau ramai lancar. ;12/11/2022;1,59E+35
08.58 Situasi arus lalu lintas Traffic Light Daan Mogot baru Jakarta Barat terpantau ramai lancar ;12/11/2022;1,59E+34
08.31 Situasi arus lalu lintas di depan Pintu masuk Taman Margasatwa Ragunan Jakarta Selatan terpantau lancar ;12/11/2022;1,59E+35
06.27 Situasi arus lalu lintas di Traffic light Bintang Mas Ancol Jakarta Utara terpantau lancar. ;12/11/2022;1,59E+35
06.11 Situasi arus lalu lintas di Traffic light Sarinah Jakpus terpantau lancar. ;12/11/2022;1,59E+35
