Created-At,From-User-Id,Text
1/9/2023,167288884,"RT @TMCPoldaMetro: Info Orang Hilang :
@Rini_Arida
https://t.co/y8UroFhsi3"
1/9/2023,3266800212,"@TMCPoldaMetro Cc kak @adit_youtuber 
Kentekan daya ??"
1/9/2023,1.56E+18,"RT @TMCPoldaMetro: 16.26 Tepat pukul 16.00 Pintu Taman Wisata Ragunan Jaksel ditutup untuk umum, CLOSED. https://t.co/mhVq6vMXtV"
1/9/2023,1.12E+18,RT @TMCPoldaMetro: 18.11 #Polri Dit Lantas PMJ melakukan peneguran kepada Pengemudi Mobil yang menghisap rokok saat berkendara dikarenakan…
1/9/2023,138987087,RT @TMCPoldaMetro: 17.43 #Polri Dit Lantas PMJ melakukan peneguran kepada Pengendara Sepeda Motor yang menghisap rokok saat berkendara dika…
1/9/2023,121640063,19.15: RT @TMCPoldaMetro : Situasi arus lalu lintas di Traffic Light Salemba Jakpus menuju arah Matraman terpantau padat. #ElshintaNewsAndTalk https://t.co/DLrW5G4efu
1/9/2023,1657205330,"@TMCPoldaMetro Orang yg menghisap rokok sambil berkendara, fix otak nya di tangki bensin."
1/9/2023,7.02E+17,"#Polisi #Jakarta #DKIJakarta @TMCPoldaMetro: '18.10 Situasi arus lalu lintas di Traffic Light Cengkareng Jakbar menuju arah Tangerang maupun arah Daan Mogot terpantau ramai lancar. ' https://t.co/USHTGfVNFF, see more https://t.co/oJIVLJEX4N"
1/9/2023,1286240473,"RT @TMCPoldaMetro: Info Orang Hilang :
@Rini_Arida
https://t.co/y8UroFhsi3"
1/9/2023,415342450,"@TMCPoldaMetro Mantull ndan, semisal orang biasa negur suruh matiin rokok boleh ndak ndan, pengen nempeleng bawaanya ada yang ngrokok pas motoran, pengalaman kena abu rokok terbang ke mata pedes raumum,"
1/9/2023,131808460,RT @TMCPoldaMetro: 17.43 #Polri Dit Lantas PMJ melakukan peneguran kepada Pengendara Sepeda Motor yang menghisap rokok saat berkendara dika…
1/9/2023,180696019,"18.52 #LalinSonora
Situasi arus lalu lintas di Ruas Tol Dalam Kota KM 07+400 (Semanggi) terpantau ramai lancar. @TMCPoldaMetro https://t.co/UDXcGeKlnA"
1/9/2023,198081162,@TMCPoldaMetro Mesti diperbanyak nih teguran ke pengendara yg sambil ngeroko
1/9/2023,58204982,@TMCPoldaMetro rokoknya di buang sembarangan sih pak? ga di tegur juga itu enak banget buang di jalan
1/9/2023,121369134,"RT @TMCPoldaMetro: Info Orang Hilang :
@Rini_Arida
https://t.co/y8UroFhsi3"
1/9/2023,50372526,@TMCPoldaMetro Kepruk wae pak
